,pop,ZCTA5CE10
"ZCTA5 60145: Summary level: unknown, state:17> zip code tabulation area:60145",2756,60145
"ZCTA5 60153: Summary level: unknown, state:17> zip code tabulation area:60153",23578,60153
"ZCTA5 61614: Summary level: unknown, state:17> zip code tabulation area:61614",28207,61614
"ZCTA5 61721: Summary level: unknown, state:17> zip code tabulation area:61721",574,61721
"ZCTA5 61732: Summary level: unknown, state:17> zip code tabulation area:61732",2024,61732
"ZCTA5 61737: Summary level: unknown, state:17> zip code tabulation area:61737",490,61737
"ZCTA5 61771: Summary level: unknown, state:17> zip code tabulation area:61771",855,61771
"ZCTA5 61772: Summary level: unknown, state:17> zip code tabulation area:61772",239,61772
"ZCTA5 61774: Summary level: unknown, state:17> zip code tabulation area:61774",979,61774
"ZCTA5 61776: Summary level: unknown, state:17> zip code tabulation area:61776",1216,61776
"ZCTA5 61777: Summary level: unknown, state:17> zip code tabulation area:61777",780,61777
"ZCTA5 61816: Summary level: unknown, state:17> zip code tabulation area:61816",483,61816
"ZCTA5 61275: Summary level: unknown, state:17> zip code tabulation area:61275",4710,61275
"ZCTA5 61283: Summary level: unknown, state:17> zip code tabulation area:61283",1909,61283
"ZCTA5 61329: Summary level: unknown, state:17> zip code tabulation area:61329",1211,61329
"ZCTA5 61334: Summary level: unknown, state:17> zip code tabulation area:61334",722,61334
"ZCTA5 61344: Summary level: unknown, state:17> zip code tabulation area:61344",364,61344
"ZCTA5 61359: Summary level: unknown, state:17> zip code tabulation area:61359",330,61359
"ZCTA5 61363: Summary level: unknown, state:17> zip code tabulation area:61363",287,61363
"ZCTA5 61373: Summary level: unknown, state:17> zip code tabulation area:61373",2153,61373
"ZCTA5 61401: Summary level: unknown, state:17> zip code tabulation area:61401",32937,61401
"ZCTA5 61426: Summary level: unknown, state:17> zip code tabulation area:61426",147,61426
"ZCTA5 61063: Summary level: unknown, state:17> zip code tabulation area:61063",4503,61063
"ZCTA5 61025: Summary level: unknown, state:17> zip code tabulation area:61025",4654,61025
"ZCTA5 61049: Summary level: unknown, state:17> zip code tabulation area:61049",543,61049
"ZCTA5 61053: Summary level: unknown, state:17> zip code tabulation area:61053",2681,61053
"ZCTA5 61065: Summary level: unknown, state:17> zip code tabulation area:61065",10700,61065
"ZCTA5 61080: Summary level: unknown, state:17> zip code tabulation area:61080",10479,61080
"ZCTA5 61107: Summary level: unknown, state:17> zip code tabulation area:61107",30116,61107
"ZCTA5 61257: Summary level: unknown, state:17> zip code tabulation area:61257",1112,61257
"ZCTA5 61262: Summary level: unknown, state:17> zip code tabulation area:61262",1039,61262
"ZCTA5 61279: Summary level: unknown, state:17> zip code tabulation area:61279",909,61279
"ZCTA5 61284: Summary level: unknown, state:17> zip code tabulation area:61284",1973,61284
"ZCTA5 61285: Summary level: unknown, state:17> zip code tabulation area:61285",1650,61285
"ZCTA5 61313: Summary level: unknown, state:17> zip code tabulation area:61313",203,61313
"ZCTA5 61314: Summary level: unknown, state:17> zip code tabulation area:61314",952,61314
"ZCTA5 61328: Summary level: unknown, state:17> zip code tabulation area:61328",26,61328
"ZCTA5 61336: Summary level: unknown, state:17> zip code tabulation area:61336",484,61336
"ZCTA5 61428: Summary level: unknown, state:17> zip code tabulation area:61428",1071,61428
"ZCTA5 61438: Summary level: unknown, state:17> zip code tabulation area:61438",842,61438
"ZCTA5 61451: Summary level: unknown, state:17> zip code tabulation area:61451",333,61451
"ZCTA5 61471: Summary level: unknown, state:17> zip code tabulation area:61471",114,61471
"ZCTA5 61473: Summary level: unknown, state:17> zip code tabulation area:61473",1429,61473
"ZCTA5 61501: Summary level: unknown, state:17> zip code tabulation area:61501",1545,61501
"ZCTA5 61529: Summary level: unknown, state:17> zip code tabulation area:61529",2809,61529
"ZCTA5 61537: Summary level: unknown, state:17> zip code tabulation area:61537",2904,61537
"ZCTA5 61546: Summary level: unknown, state:17> zip code tabulation area:61546",3605,61546
"ZCTA5 61548: Summary level: unknown, state:17> zip code tabulation area:61548",12171,61548
"ZCTA5 61552: Summary level: unknown, state:17> zip code tabulation area:61552",191,61552
"ZCTA5 61561: Summary level: unknown, state:17> zip code tabulation area:61561",2507,61561
"ZCTA5 61571: Summary level: unknown, state:17> zip code tabulation area:61571",24903,61571
"ZCTA5 61572: Summary level: unknown, state:17> zip code tabulation area:61572",1290,61572
"ZCTA5 61723: Summary level: unknown, state:17> zip code tabulation area:61723",2689,61723
"ZCTA5 61724: Summary level: unknown, state:17> zip code tabulation area:61724",578,61724
"ZCTA5 61725: Summary level: unknown, state:17> zip code tabulation area:61725",1726,61725
"ZCTA5 61722: Summary level: unknown, state:17> zip code tabulation area:61722",525,61722
"ZCTA5 61727: Summary level: unknown, state:17> zip code tabulation area:61727",9742,61727
"ZCTA5 61729: Summary level: unknown, state:17> zip code tabulation area:61729",1149,61729
"ZCTA5 61739: Summary level: unknown, state:17> zip code tabulation area:61739",4614,61739
"ZCTA5 61466: Summary level: unknown, state:17> zip code tabulation area:61466",295,61466
"ZCTA5 61480: Summary level: unknown, state:17> zip code tabulation area:61480",1171,61480
"ZCTA5 60162: Summary level: unknown, state:17> zip code tabulation area:60162",8176,60162
"ZCTA5 60184: Summary level: unknown, state:17> zip code tabulation area:60184",2428,60184
"ZCTA5 60407: Summary level: unknown, state:17> zip code tabulation area:60407",1597,60407
"ZCTA5 60408: Summary level: unknown, state:17> zip code tabulation area:60408",5528,60408
"ZCTA5 60442: Summary level: unknown, state:17> zip code tabulation area:60442",10679,60442
"ZCTA5 60448: Summary level: unknown, state:17> zip code tabulation area:60448",26220,60448
"ZCTA5 60463: Summary level: unknown, state:17> zip code tabulation area:60463",14798,60463
"ZCTA5 60467: Summary level: unknown, state:17> zip code tabulation area:60467",26861,60467
"ZCTA5 60482: Summary level: unknown, state:17> zip code tabulation area:60482",10849,60482
"ZCTA5 60558: Summary level: unknown, state:17> zip code tabulation area:60558",13272,60558
"ZCTA5 60560: Summary level: unknown, state:17> zip code tabulation area:60560",25140,60560
"ZCTA5 60563: Summary level: unknown, state:17> zip code tabulation area:60563",37705,60563
"ZCTA5 60611: Summary level: unknown, state:17> zip code tabulation area:60611",33224,60611
"ZCTA5 60616: Summary level: unknown, state:17> zip code tabulation area:60616",54197,60616
"ZCTA5 60651: Summary level: unknown, state:17> zip code tabulation area:60651",63492,60651
"ZCTA5 62370: Summary level: unknown, state:17> zip code tabulation area:62370",407,62370
"ZCTA5 62432: Summary level: unknown, state:17> zip code tabulation area:62432",521,62432
"ZCTA5 62561: Summary level: unknown, state:17> zip code tabulation area:62561",5405,62561
"ZCTA5 62440: Summary level: unknown, state:17> zip code tabulation area:62440",1288,62440
"ZCTA5 62286: Summary level: unknown, state:17> zip code tabulation area:62286",6230,62286
"ZCTA5 62366: Summary level: unknown, state:17> zip code tabulation area:62366",1637,62366
"ZCTA5 62631: Summary level: unknown, state:17> zip code tabulation area:62631",261,62631
"ZCTA5 62512: Summary level: unknown, state:17> zip code tabulation area:62512",456,62512
"ZCTA5 62531: Summary level: unknown, state:17> zip code tabulation area:62531",1647,62531
"ZCTA5 62532: Summary level: unknown, state:17> zip code tabulation area:62532",70,62532
"ZCTA5 62541: Summary level: unknown, state:17> zip code tabulation area:62541",21,62541
"ZCTA5 61486: Summary level: unknown, state:17> zip code tabulation area:61486",1514,61486
"ZCTA5 61490: Summary level: unknown, state:17> zip code tabulation area:61490",1082,61490
"ZCTA5 61530: Summary level: unknown, state:17> zip code tabulation area:61530",6931,61530
"ZCTA5 61545: Summary level: unknown, state:17> zip code tabulation area:61545",697,61545
"ZCTA5 61563: Summary level: unknown, state:17> zip code tabulation area:61563",509,61563
"ZCTA5 61568: Summary level: unknown, state:17> zip code tabulation area:61568",4352,61568
"ZCTA5 61605: Summary level: unknown, state:17> zip code tabulation area:61605",15195,61605
"ZCTA5 61611: Summary level: unknown, state:17> zip code tabulation area:61611",24303,61611
"ZCTA5 61701: Summary level: unknown, state:17> zip code tabulation area:61701",35669,61701
"ZCTA5 61731: Summary level: unknown, state:17> zip code tabulation area:61731",183,61731
"ZCTA5 61745: Summary level: unknown, state:17> zip code tabulation area:61745",4658,61745
"ZCTA5 61760: Summary level: unknown, state:17> zip code tabulation area:61760",2306,61760
"ZCTA5 61817: Summary level: unknown, state:17> zip code tabulation area:61817",2528,61817
"ZCTA5 61821: Summary level: unknown, state:17> zip code tabulation area:61821",31207,61821
"ZCTA5 61830: Summary level: unknown, state:17> zip code tabulation area:61830",390,61830
"ZCTA5 61854: Summary level: unknown, state:17> zip code tabulation area:61854",1193,61854
"ZCTA5 61855: Summary level: unknown, state:17> zip code tabulation area:61855",133,61855
"ZCTA5 61862: Summary level: unknown, state:17> zip code tabulation area:61862",564,61862
"ZCTA5 61864: Summary level: unknown, state:17> zip code tabulation area:61864",1770,61864
"ZCTA5 61919: Summary level: unknown, state:17> zip code tabulation area:61919",906,61919
"ZCTA5 61928: Summary level: unknown, state:17> zip code tabulation area:61928",596,61928
"ZCTA5 61933: Summary level: unknown, state:17> zip code tabulation area:61933",872,61933
"ZCTA5 61949: Summary level: unknown, state:17> zip code tabulation area:61949",129,61949
"ZCTA5 61951: Summary level: unknown, state:17> zip code tabulation area:61951",7817,61951
"ZCTA5 61956: Summary level: unknown, state:17> zip code tabulation area:61956",2749,61956
"ZCTA5 61088: Summary level: unknown, state:17> zip code tabulation area:61088",6216,61088
"ZCTA5 61089: Summary level: unknown, state:17> zip code tabulation area:61089",739,61089
"ZCTA5 61103: Summary level: unknown, state:17> zip code tabulation area:61103",23512,61103
"ZCTA5 61201: Summary level: unknown, state:17> zip code tabulation area:61201",38024,61201
"ZCTA5 61232: Summary level: unknown, state:17> zip code tabulation area:61232",1318,61232
"ZCTA5 61242: Summary level: unknown, state:17> zip code tabulation area:61242",1322,61242
"ZCTA5 61254: Summary level: unknown, state:17> zip code tabulation area:61254",11003,61254
"ZCTA5 61261: Summary level: unknown, state:17> zip code tabulation area:61261",903,61261
"ZCTA5 61239: Summary level: unknown, state:17> zip code tabulation area:61239",1122,61239
"ZCTA5 61252: Summary level: unknown, state:17> zip code tabulation area:61252",5293,61252
"ZCTA5 61259: Summary level: unknown, state:17> zip code tabulation area:61259",1158,61259
"ZCTA5 61315: Summary level: unknown, state:17> zip code tabulation area:61315",240,61315
"ZCTA5 61317: Summary level: unknown, state:17> zip code tabulation area:61317",405,61317
"ZCTA5 61321: Summary level: unknown, state:17> zip code tabulation area:61321",312,61321
"ZCTA5 61324: Summary level: unknown, state:17> zip code tabulation area:61324",128,61324
"ZCTA5 61326: Summary level: unknown, state:17> zip code tabulation area:61326",2314,61326
"ZCTA5 61330: Summary level: unknown, state:17> zip code tabulation area:61330",1395,61330
"ZCTA5 61331: Summary level: unknown, state:17> zip code tabulation area:61331",18,61331
"ZCTA5 61348: Summary level: unknown, state:17> zip code tabulation area:61348",4520,61348
"ZCTA5 61356: Summary level: unknown, state:17> zip code tabulation area:61356",10627,61356
"ZCTA5 61361: Summary level: unknown, state:17> zip code tabulation area:61361",1198,61361
"ZCTA5 61369: Summary level: unknown, state:17> zip code tabulation area:61369",1525,61369
"ZCTA5 61413: Summary level: unknown, state:17> zip code tabulation area:61413",932,61413
"ZCTA5 61436: Summary level: unknown, state:17> zip code tabulation area:61436",732,61436
"ZCTA5 61437: Summary level: unknown, state:17> zip code tabulation area:61437",743,61437
"ZCTA5 61447: Summary level: unknown, state:17> zip code tabulation area:61447",1069,61447
"ZCTA5 61454: Summary level: unknown, state:17> zip code tabulation area:61454",484,61454
"ZCTA5 61455: Summary level: unknown, state:17> zip code tabulation area:61455",20294,61455
"ZCTA5 61458: Summary level: unknown, state:17> zip code tabulation area:61458",636,61458
"ZCTA5 61484: Summary level: unknown, state:17> zip code tabulation area:61484",880,61484
"ZCTA5 61485: Summary level: unknown, state:17> zip code tabulation area:61485",433,61485
"ZCTA5 61491: Summary level: unknown, state:17> zip code tabulation area:61491",1922,61491
"ZCTA5 61520: Summary level: unknown, state:17> zip code tabulation area:61520",16703,61520
"ZCTA5 61014: Summary level: unknown, state:17> zip code tabulation area:61014",989,61014
"ZCTA5 62809: Summary level: unknown, state:17> zip code tabulation area:62809",150,62809
"ZCTA5 62829: Summary level: unknown, state:17> zip code tabulation area:62829",21,62829
"ZCTA5 62844: Summary level: unknown, state:17> zip code tabulation area:62844",2081,62844
"ZCTA5 62846: Summary level: unknown, state:17> zip code tabulation area:62846",2613,62846
"ZCTA5 62862: Summary level: unknown, state:17> zip code tabulation area:62862",359,62862
"ZCTA5 62870: Summary level: unknown, state:17> zip code tabulation area:62870",2211,62870
"ZCTA5 62872: Summary level: unknown, state:17> zip code tabulation area:62872",1077,62872
"ZCTA5 62886: Summary level: unknown, state:17> zip code tabulation area:62886",257,62886
"ZCTA5 62919: Summary level: unknown, state:17> zip code tabulation area:62919",1060,62919
"ZCTA5 62922: Summary level: unknown, state:17> zip code tabulation area:62922",2764,62922
"ZCTA5 62927: Summary level: unknown, state:17> zip code tabulation area:62927",369,62927
"ZCTA5 62449: Summary level: unknown, state:17> zip code tabulation area:62449",2963,62449
"ZCTA5 62380: Summary level: unknown, state:17> zip code tabulation area:62380",552,62380
"ZCTA5 62420: Summary level: unknown, state:17> zip code tabulation area:62420",4675,62420
"ZCTA5 62421: Summary level: unknown, state:17> zip code tabulation area:62421",593,62421
"ZCTA5 62451: Summary level: unknown, state:17> zip code tabulation area:62451",1958,62451
"ZCTA5 62452: Summary level: unknown, state:17> zip code tabulation area:62452",293,62452
"ZCTA5 62479: Summary level: unknown, state:17> zip code tabulation area:62479",1027,62479
"ZCTA5 62519: Summary level: unknown, state:17> zip code tabulation area:62519",90,62519
"ZCTA5 62533: Summary level: unknown, state:17> zip code tabulation area:62533",776,62533
"ZCTA5 62534: Summary level: unknown, state:17> zip code tabulation area:62534",1307,62534
"ZCTA5 62551: Summary level: unknown, state:17> zip code tabulation area:62551",743,62551
"ZCTA5 62625: Summary level: unknown, state:17> zip code tabulation area:62625",759,62625
"ZCTA5 62635: Summary level: unknown, state:17> zip code tabulation area:62635",666,62635
"ZCTA5 62807: Summary level: unknown, state:17> zip code tabulation area:62807",768,62807
"ZCTA5 62810: Summary level: unknown, state:17> zip code tabulation area:62810",908,62810
"ZCTA5 62831: Summary level: unknown, state:17> zip code tabulation area:62831",383,62831
"ZCTA5 62832: Summary level: unknown, state:17> zip code tabulation area:62832",8785,62832
"ZCTA5 62835: Summary level: unknown, state:17> zip code tabulation area:62835",962,62835
"ZCTA5 62836: Summary level: unknown, state:17> zip code tabulation area:62836",771,62836
"ZCTA5 62842: Summary level: unknown, state:17> zip code tabulation area:62842",743,62842
"ZCTA5 62858: Summary level: unknown, state:17> zip code tabulation area:62858",2713,62858
"ZCTA5 62869: Summary level: unknown, state:17> zip code tabulation area:62869",2490,62869
"ZCTA5 62876: Summary level: unknown, state:17> zip code tabulation area:62876",184,62876
"ZCTA5 62877: Summary level: unknown, state:17> zip code tabulation area:62877",516,62877
"ZCTA5 62892: Summary level: unknown, state:17> zip code tabulation area:62892",377,62892
"ZCTA5 62893: Summary level: unknown, state:17> zip code tabulation area:62893",1054,62893
"ZCTA5 62895: Summary level: unknown, state:17> zip code tabulation area:62895",1897,62895
"ZCTA5 62912: Summary level: unknown, state:17> zip code tabulation area:62912",1307,62912
"ZCTA5 62921: Summary level: unknown, state:17> zip code tabulation area:62921",332,62921
"ZCTA5 62923: Summary level: unknown, state:17> zip code tabulation area:62923",468,62923
"ZCTA5 62940: Summary level: unknown, state:17> zip code tabulation area:62940",308,62940
"ZCTA5 62946: Summary level: unknown, state:17> zip code tabulation area:62946",12530,62946
"ZCTA5 62950: Summary level: unknown, state:17> zip code tabulation area:62950",204,62950
"ZCTA5 62966: Summary level: unknown, state:17> zip code tabulation area:62966",15049,62966
"ZCTA5 62969: Summary level: unknown, state:17> zip code tabulation area:62969",438,62969
"ZCTA5 62642: Summary level: unknown, state:17> zip code tabulation area:62642",1334,62642
"ZCTA5 62661: Summary level: unknown, state:17> zip code tabulation area:62661",1646,62661
"ZCTA5 62666: Summary level: unknown, state:17> zip code tabulation area:62666",580,62666
"ZCTA5 62668: Summary level: unknown, state:17> zip code tabulation area:62668",1349,62668
"ZCTA5 62671: Summary level: unknown, state:17> zip code tabulation area:62671",596,62671
"ZCTA5 62672: Summary level: unknown, state:17> zip code tabulation area:62672",176,62672
"ZCTA5 62693: Summary level: unknown, state:17> zip code tabulation area:62693",1565,62693
"ZCTA5 62701: Summary level: unknown, state:17> zip code tabulation area:62701",1147,62701
"ZCTA5 62093: Summary level: unknown, state:17> zip code tabulation area:62093",434,62093
"ZCTA5 61051: Summary level: unknown, state:17> zip code tabulation area:61051",1634,61051
"ZCTA5 61071: Summary level: unknown, state:17> zip code tabulation area:61071",13982,61071
"ZCTA5 61102: Summary level: unknown, state:17> zip code tabulation area:61102",17721,61102
"ZCTA5 61104: Summary level: unknown, state:17> zip code tabulation area:61104",19492,61104
"ZCTA5 61108: Summary level: unknown, state:17> zip code tabulation area:61108",28205,61108
"ZCTA5 61109: Summary level: unknown, state:17> zip code tabulation area:61109",26910,61109
"ZCTA5 61111: Summary level: unknown, state:17> zip code tabulation area:61111",23260,61111
"ZCTA5 61115: Summary level: unknown, state:17> zip code tabulation area:61115",22502,61115
"ZCTA5 61243: Summary level: unknown, state:17> zip code tabulation area:61243",241,61243
"ZCTA5 61270: Summary level: unknown, state:17> zip code tabulation area:61270",6938,61270
"ZCTA5 61032: Summary level: unknown, state:17> zip code tabulation area:61032",29702,61032
"ZCTA5 61037: Summary level: unknown, state:17> zip code tabulation area:61037",64,61037
"ZCTA5 61050: Summary level: unknown, state:17> zip code tabulation area:61050",455,61050
"ZCTA5 61052: Summary level: unknown, state:17> zip code tabulation area:61052",846,61052
"ZCTA5 61060: Summary level: unknown, state:17> zip code tabulation area:61060",1357,61060
"ZCTA5 61064: Summary level: unknown, state:17> zip code tabulation area:61064",3916,61064
"ZCTA5 61077: Summary level: unknown, state:17> zip code tabulation area:61077",33,61077
"ZCTA5 61085: Summary level: unknown, state:17> zip code tabulation area:61085",3352,61085
"ZCTA5 61240: Summary level: unknown, state:17> zip code tabulation area:61240",5842,61240
"ZCTA5 61256: Summary level: unknown, state:17> zip code tabulation area:61256",2088,61256
"ZCTA5 61274: Summary level: unknown, state:17> zip code tabulation area:61274",267,61274
"ZCTA5 61310: Summary level: unknown, state:17> zip code tabulation area:61310",3825,61310
"ZCTA5 61311: Summary level: unknown, state:17> zip code tabulation area:61311",226,61311
"ZCTA5 61318: Summary level: unknown, state:17> zip code tabulation area:61318",774,61318
"ZCTA5 61323: Summary level: unknown, state:17> zip code tabulation area:61323",78,61323
"ZCTA5 61325: Summary level: unknown, state:17> zip code tabulation area:61325",1062,61325
"ZCTA5 61327: Summary level: unknown, state:17> zip code tabulation area:61327",1278,61327
"ZCTA5 62206: Summary level: unknown, state:17> zip code tabulation area:62206",15046,62206
"ZCTA5 62207: Summary level: unknown, state:17> zip code tabulation area:62207",9090,62207
"ZCTA5 62014: Summary level: unknown, state:17> zip code tabulation area:62014",4063,62014
"ZCTA5 61449: Summary level: unknown, state:17> zip code tabulation area:61449",299,61449
"ZCTA5 61031: Summary level: unknown, state:17> zip code tabulation area:61031",1569,61031
"ZCTA5 61041: Summary level: unknown, state:17> zip code tabulation area:61041",1162,61041
"ZCTA5 61048: Summary level: unknown, state:17> zip code tabulation area:61048",3807,61048
"ZCTA5 61072: Summary level: unknown, state:17> zip code tabulation area:61072",11345,61072
"ZCTA5 61074: Summary level: unknown, state:17> zip code tabulation area:61074",4238,61074
"ZCTA5 61078: Summary level: unknown, state:17> zip code tabulation area:61078",1299,61078
"ZCTA5 61084: Summary level: unknown, state:17> zip code tabulation area:61084",3061,61084
"ZCTA5 61101: Summary level: unknown, state:17> zip code tabulation area:61101",19242,61101
"ZCTA5 61234: Summary level: unknown, state:17> zip code tabulation area:61234",1230,61234
"ZCTA5 61235: Summary level: unknown, state:17> zip code tabulation area:61235",1498,61235
"ZCTA5 61236: Summary level: unknown, state:17> zip code tabulation area:61236",98,61236
"ZCTA5 61929: Summary level: unknown, state:17> zip code tabulation area:61929",679,61929
"ZCTA5 61016: Summary level: unknown, state:17> zip code tabulation area:61016",4627,61016
"ZCTA5 61062: Summary level: unknown, state:17> zip code tabulation area:61062",1842,61062
"ZCTA5 61112: Summary level: unknown, state:17> zip code tabulation area:61112",62,61112
"ZCTA5 61560: Summary level: unknown, state:17> zip code tabulation area:61560",594,61560
"ZCTA5 61773: Summary level: unknown, state:17> zip code tabulation area:61773",421,61773
"ZCTA5 61856: Summary level: unknown, state:17> zip code tabulation area:61856",7771,61856
"ZCTA5 61944: Summary level: unknown, state:17> zip code tabulation area:61944",12311,61944
"ZCTA5 61877: Summary level: unknown, state:17> zip code tabulation area:61877",1792,61877
"ZCTA5 61460: Summary level: unknown, state:17> zip code tabulation area:61460",313,61460
"ZCTA5 61479: Summary level: unknown, state:17> zip code tabulation area:61479",59,61479
"ZCTA5 61550: Summary level: unknown, state:17> zip code tabulation area:61550",17805,61550
"ZCTA5 61728: Summary level: unknown, state:17> zip code tabulation area:61728",1365,61728
"ZCTA5 61775: Summary level: unknown, state:17> zip code tabulation area:61775",339,61775
"ZCTA5 61263: Summary level: unknown, state:17> zip code tabulation area:61263",743,61263
"ZCTA5 61320: Summary level: unknown, state:17> zip code tabulation area:61320",681,61320
"ZCTA5 61417: Summary level: unknown, state:17> zip code tabulation area:61417",277,61417
"ZCTA5 61442: Summary level: unknown, state:17> zip code tabulation area:61442",657,61442
"ZCTA5 61607: Summary level: unknown, state:17> zip code tabulation area:61607",10766,61607
"ZCTA5 61769: Summary level: unknown, state:17> zip code tabulation area:61769",640,61769
"ZCTA5 61377: Summary level: unknown, state:17> zip code tabulation area:61377",1393,61377
"ZCTA5 61459: Summary level: unknown, state:17> zip code tabulation area:61459",388,61459
"ZCTA5 61754: Summary level: unknown, state:17> zip code tabulation area:61754",1016,61754
"ZCTA5 61839: Summary level: unknown, state:17> zip code tabulation area:61839",664,61839
"ZCTA5 61914: Summary level: unknown, state:17> zip code tabulation area:61914",1817,61914
"ZCTA5 61818: Summary level: unknown, state:17> zip code tabulation area:61818",1814,61818
"ZCTA5 61852: Summary level: unknown, state:17> zip code tabulation area:61852",222,61852
"ZCTA5 61853: Summary level: unknown, state:17> zip code tabulation area:61853",13875,61853
"ZCTA5 61880: Summary level: unknown, state:17> zip code tabulation area:61880",4075,61880
"ZCTA5 61912: Summary level: unknown, state:17> zip code tabulation area:61912",1176,61912
"ZCTA5 61917: Summary level: unknown, state:17> zip code tabulation area:61917",632,61917
"ZCTA5 61938: Summary level: unknown, state:17> zip code tabulation area:61938",21727,61938
"ZCTA5 61940: Summary level: unknown, state:17> zip code tabulation area:61940",253,61940
"ZCTA5 61943: Summary level: unknown, state:17> zip code tabulation area:61943",1630,61943
"ZCTA5 61733: Summary level: unknown, state:17> zip code tabulation area:61733",793,61733
"ZCTA5 61027: Summary level: unknown, state:17> zip code tabulation area:61027",73,61027
"ZCTA5 61043: Summary level: unknown, state:17> zip code tabulation area:61043",121,61043
"ZCTA5 61079: Summary level: unknown, state:17> zip code tabulation area:61079",189,61079
"ZCTA5 61258: Summary level: unknown, state:17> zip code tabulation area:61258",184,61258
"ZCTA5 61278: Summary level: unknown, state:17> zip code tabulation area:61278",514,61278
"ZCTA5 61433: Summary level: unknown, state:17> zip code tabulation area:61433",128,61433
"ZCTA5 61553: Summary level: unknown, state:17> zip code tabulation area:61553",161,61553
"ZCTA5 61562: Summary level: unknown, state:17> zip code tabulation area:61562",45,61562
"ZCTA5 61616: Summary level: unknown, state:17> zip code tabulation area:61616",5860,61616
"ZCTA5 61333: Summary level: unknown, state:17> zip code tabulation area:61333",383,61333
"ZCTA5 61338: Summary level: unknown, state:17> zip code tabulation area:61338",226,61338
"ZCTA5 61342: Summary level: unknown, state:17> zip code tabulation area:61342",8435,61342
"ZCTA5 61345: Summary level: unknown, state:17> zip code tabulation area:61345",720,61345
"ZCTA5 61350: Summary level: unknown, state:17> zip code tabulation area:61350",24182,61350
"ZCTA5 61354: Summary level: unknown, state:17> zip code tabulation area:61354",10531,61354
"ZCTA5 61368: Summary level: unknown, state:17> zip code tabulation area:61368",1366,61368
"ZCTA5 62554: Summary level: unknown, state:17> zip code tabulation area:62554",1290,62554
"ZCTA5 62572: Summary level: unknown, state:17> zip code tabulation area:62572",488,62572
"ZCTA5 62618: Summary level: unknown, state:17> zip code tabulation area:62618",7238,62618
"ZCTA5 62621: Summary level: unknown, state:17> zip code tabulation area:62621",1286,62621
"ZCTA5 62624: Summary level: unknown, state:17> zip code tabulation area:62624",427,62624
"ZCTA5 62656: Summary level: unknown, state:17> zip code tabulation area:62656",19280,62656
"ZCTA5 62675: Summary level: unknown, state:17> zip code tabulation area:62675",5943,62675
"ZCTA5 62681: Summary level: unknown, state:17> zip code tabulation area:62681",5501,62681
"ZCTA5 62827: Summary level: unknown, state:17> zip code tabulation area:62827",1215,62827
"ZCTA5 62018: Summary level: unknown, state:17> zip code tabulation area:62018",3017,62018
"ZCTA5 62077: Summary level: unknown, state:17> zip code tabulation area:62077",288,62077
"ZCTA5 62949: Summary level: unknown, state:17> zip code tabulation area:62949",731,62949
"ZCTA5 62979: Summary level: unknown, state:17> zip code tabulation area:62979",1020,62979
"ZCTA5 62999: Summary level: unknown, state:17> zip code tabulation area:62999",1771,62999
"ZCTA5 62063: Summary level: unknown, state:17> zip code tabulation area:62063",991,62063
"ZCTA5 62234: Summary level: unknown, state:17> zip code tabulation area:62234",32474,62234
"ZCTA5 62442: Summary level: unknown, state:17> zip code tabulation area:62442",2643,62442
"ZCTA5 62467: Summary level: unknown, state:17> zip code tabulation area:62467",4259,62467
"ZCTA5 62558: Summary level: unknown, state:17> zip code tabulation area:62558",3341,62558
"ZCTA5 62694: Summary level: unknown, state:17> zip code tabulation area:62694",3018,62694
"ZCTA5 62864: Summary level: unknown, state:17> zip code tabulation area:62864",23498,62864
"ZCTA5 62967: Summary level: unknown, state:17> zip code tabulation area:62967",242,62967
"ZCTA5 62340: Summary level: unknown, state:17> zip code tabulation area:62340",1906,62340
"ZCTA5 62423: Summary level: unknown, state:17> zip code tabulation area:62423",642,62423
"ZCTA5 62501: Summary level: unknown, state:17> zip code tabulation area:62501",2585,62501
"ZCTA5 61625: Summary level: unknown, state:17> zip code tabulation area:61625",378,61625
"ZCTA5 61705: Summary level: unknown, state:17> zip code tabulation area:61705",12935,61705
"ZCTA5 61751: Summary level: unknown, state:17> zip code tabulation area:61751",93,61751
"ZCTA5 61955: Summary level: unknown, state:17> zip code tabulation area:61955",189,61955
"ZCTA5 61467: Summary level: unknown, state:17> zip code tabulation area:61467",1107,61467
"ZCTA5 61468: Summary level: unknown, state:17> zip code tabulation area:61468",206,61468
"ZCTA5 61482: Summary level: unknown, state:17> zip code tabulation area:61482",598,61482
"ZCTA5 61517: Summary level: unknown, state:17> zip code tabulation area:61517",3439,61517
"ZCTA5 61531: Summary level: unknown, state:17> zip code tabulation area:61531",3285,61531
"ZCTA5 61532: Summary level: unknown, state:17> zip code tabulation area:61532",588,61532
"ZCTA5 61536: Summary level: unknown, state:17> zip code tabulation area:61536",2866,61536
"ZCTA5 61541: Summary level: unknown, state:17> zip code tabulation area:61541",76,61541
"ZCTA5 61542: Summary level: unknown, state:17> zip code tabulation area:61542",3602,61542
"ZCTA5 61554: Summary level: unknown, state:17> zip code tabulation area:61554",41661,61554
"ZCTA5 61570: Summary level: unknown, state:17> zip code tabulation area:61570",1946,61570
"ZCTA5 61730: Summary level: unknown, state:17> zip code tabulation area:61730",513,61730
"ZCTA5 61734: Summary level: unknown, state:17> zip code tabulation area:61734",2792,61734
