,OverFifty,TotalPop,TRACTCE
"Census Tract 19, Macon County, Illinois: Summary level: 140, state:17> county:115> tract:001900",837,1995,001900
"Census Tract 23, Macon County, Illinois: Summary level: 140, state:17> county:115> tract:002300",1329,3090,002300
"Census Tract 25, Macon County, Illinois: Summary level: 140, state:17> county:115> tract:002500",2709,7089,002500
"Census Tract 26.01, Macon County, Illinois: Summary level: 140, state:17> county:115> tract:002601",2015,4109,002601
"Census Tract 17, Macon County, Illinois: Summary level: 140, state:17> county:115> tract:001700",904,2345,001700
"Census Tract 18.02, Macon County, Illinois: Summary level: 140, state:17> county:115> tract:001802",906,2202,001802
"Census Tract 31.01, Peoria County, Illinois: Summary level: 140, state:17> county:143> tract:003101",1868,5673,003101
"Census Tract 36.02, Peoria County, Illinois: Summary level: 140, state:17> county:143> tract:003602",2039,5273,003602
"Census Tract 48.01, Peoria County, Illinois: Summary level: 140, state:17> county:143> tract:004801",1988,4618,004801
"Census Tract 34.01, Peoria County, Illinois: Summary level: 140, state:17> county:143> tract:003401",3069,10847,003401
"Census Tract 42, Peoria County, Illinois: Summary level: 140, state:17> county:143> tract:004200",1356,3397,004200
"Census Tract 41.02, Peoria County, Illinois: Summary level: 140, state:17> county:143> tract:004102",1447,3124,004102
"Census Tract 31.02, Peoria County, Illinois: Summary level: 140, state:17> county:143> tract:003102",2183,6070,003102
"Census Tract 9501, Union County, Illinois: Summary level: 140, state:17> county:181> tract:950100",1931,4481,950100
"Census Tract 9503, Union County, Illinois: Summary level: 140, state:17> county:181> tract:950300",871,2091,950300
"Census Tract 9505, Union County, Illinois: Summary level: 140, state:17> county:181> tract:950500",1362,3726,950500
"Census Tract 9504, Union County, Illinois: Summary level: 140, state:17> county:181> tract:950400",2041,4381,950400
"Census Tract 9502, Union County, Illinois: Summary level: 140, state:17> county:181> tract:950200",1026,2448,950200
"Census Tract 4.02, Winnebago County, Illinois: Summary level: 140, state:17> county:201> tract:000402",1541,3032,000402
"Census Tract 5.01, Winnebago County, Illinois: Summary level: 140, state:17> county:201> tract:000501",1837,4485,000501
"Census Tract 5.04, Winnebago County, Illinois: Summary level: 140, state:17> county:201> tract:000504",3400,7097,000504
"Census Tract 15, Winnebago County, Illinois: Summary level: 140, state:17> county:201> tract:001500",1804,4730,001500
"Census Tract 20, Winnebago County, Illinois: Summary level: 140, state:17> county:201> tract:002000",781,2851,002000
"Census Tract 32, Winnebago County, Illinois: Summary level: 140, state:17> county:201> tract:003200",735,3613,003200
"Census Tract 1.04, Winnebago County, Illinois: Summary level: 140, state:17> county:201> tract:000104",827,2758,000104
"Census Tract 2, Winnebago County, Illinois: Summary level: 140, state:17> county:201> tract:000200",1248,3282,000200
"Census Tract 8363, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:836300",510,1488,836300
"Census Tract 8364, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:836400",949,3737,836400
"Census Tract 8365, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:836500",331,1610,836500
"Census Tract 8366, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:836600",836,2291,836600
"Census Tract 8367, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:836700",661,2422,836700
"Census Tract 8368, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:836800",618,2164,836800
"Census Tract 8369, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:836900",207,1251,836900
"Census Tract 8370, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:837000",462,1950,837000
"Census Tract 8371, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:837100",516,1596,837100
"Census Tract 8373, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:837300",492,2607,837300
"Census Tract 8374, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:837400",745,2460,837400
"Census Tract 8378, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:837800",606,2662,837800
"Census Tract 20, Peoria County, Illinois: Summary level: 140, state:17> county:143> tract:002000",312,3112,002000
"Census Tract 22, Peoria County, Illinois: Summary level: 140, state:17> county:143> tract:002200",1328,4126,002200
"Census Tract 39, Peoria County, Illinois: Summary level: 140, state:17> county:143> tract:003900",2144,7157,003900
"Census Tract 40, Peoria County, Illinois: Summary level: 140, state:17> county:143> tract:004000",1929,4575,004000
"Census Tract 45, Peoria County, Illinois: Summary level: 140, state:17> county:143> tract:004500",1895,4879,004500
"Census Tract 49.01, Peoria County, Illinois: Summary level: 140, state:17> county:143> tract:004901",1578,3791,004901
"Census Tract 9, Peoria County, Illinois: Summary level: 140, state:17> county:143> tract:000900",861,2458,000900
"Census Tract 29, Peoria County, Illinois: Summary level: 140, state:17> county:143> tract:002900",1633,3536,002900
"Census Tract 33, Peoria County, Illinois: Summary level: 140, state:17> county:143> tract:003300",1831,3161,003300
"Census Tract 18, Peoria County, Illinois: Summary level: 140, state:17> county:143> tract:001800",625,2890,001800
"Census Tract 8037.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:803702",2489,6130,803702
"Census Tract 8041.08, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:804108",372,3891,804108
"Census Tract 8041.09, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:804109",1388,2817,804109
"Census Tract 8043.08, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:804308",2133,6215,804308
"Census Tract 8043.09, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:804309",859,3206,804309
"Census Tract 8043.10, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:804310",3353,9141,804310
"Census Tract 8043.11, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:804311",2463,8215,804311
"Census Tract 8044.03, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:804403",2535,6938,804403
"Census Tract 8044.04, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:804404",1573,5481,804404
"Census Tract 8044.05, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:804405",586,3497,804405
"Census Tract 309, Henry County, Illinois: Summary level: 140, state:17> county:073> tract:030900",1214,3636,030900
"Census Tract 310, Henry County, Illinois: Summary level: 140, state:17> county:073> tract:031000",1897,3517,031000
"Census Tract 301, Henry County, Illinois: Summary level: 140, state:17> county:073> tract:030100",2013,5623,030100
"Census Tract 8530.06, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:853006",1365,3471,853006
"Census Tract 8530.08, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:853008",941,4498,853008
"Census Tract 8543.02, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:854302",1053,5135,854302
"Census Tract 8545.04, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:854504",3667,8510,854504
"Census Tract 8546, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:854600",995,3844,854600
"Census Tract 8547, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:854700",624,2252,854700
"Census Tract 8548, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:854800",2922,7787,854800
"Census Tract 8549, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:854900",1694,5678,854900
"Census Tract 102.01, Kankakee County, Illinois: Summary level: 140, state:17> county:091> tract:010201",653,1985,010201
"Census Tract 102.02, Kankakee County, Illinois: Summary level: 140, state:17> county:091> tract:010202",3960,9770,010202
"Census Tract 106.01, Kankakee County, Illinois: Summary level: 140, state:17> county:091> tract:010601",1669,6059,010601
"Census Tract 8839.03, Will County, Illinois: Summary level: 140, state:17> county:197> tract:883903",707,1839,883903
"Census Tract 8839.04, Will County, Illinois: Summary level: 140, state:17> county:197> tract:883904",1617,4418,883904
"Census Tract 8840.03, Will County, Illinois: Summary level: 140, state:17> county:197> tract:884003",1333,4233,884003
"Census Tract 8840.04, Will County, Illinois: Summary level: 140, state:17> county:197> tract:884004",1131,2816,884004
"Census Tract 8840.05, Will County, Illinois: Summary level: 140, state:17> county:197> tract:884005",732,1303,884005
"Census Tract 8840.06, Will County, Illinois: Summary level: 140, state:17> county:197> tract:884006",964,2180,884006
"Census Tract 8841.01, Will County, Illinois: Summary level: 140, state:17> county:197> tract:884101",1630,4448,884101
"Census Tract 8841.03, Will County, Illinois: Summary level: 140, state:17> county:197> tract:884103",650,2742,884103
"Census Tract 9800, Will County, Illinois: Summary level: 140, state:17> county:197> tract:980000",0,0,980000
"Census Tract 9801, Will County, Illinois: Summary level: 140, state:17> county:197> tract:980100",642,3567,980100
"Census Tract 202.01, Williamson County, Illinois: Summary level: 140, state:17> county:199> tract:020201",1736,5684,020201
"Census Tract 202.02, Williamson County, Illinois: Summary level: 140, state:17> county:199> tract:020202",670,2697,020202
"Census Tract 37.11, Winnebago County, Illinois: Summary level: 140, state:17> county:201> tract:003711",1830,4357,003711
"Census Tract 9800, Winnebago County, Illinois: Summary level: 140, state:17> county:201> tract:980000",0,9,980000
"Census Tract 7608.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:760802",1219,2544,760802
"Census Tract 7608.03, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:760803",1980,5707,760803
"Census Tract 7702.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:770201",2346,5929,770201
"Census Tract 7702.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:770202",2411,4876,770202
"Census Tract 7706.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:770601",1552,3286,770601
"Census Tract 8511.02, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:851102",1221,3695,851102
"Census Tract 8513.01, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:851301",989,4006,851301
"Census Tract 8513.02, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:851302",712,3338,851302
"Census Tract 8519.05, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:851905",4902,14039,851905
"Census Tract 8519.07, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:851907",1963,7503,851907
"Census Tract 8519.08, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:851908",1719,5434,851908
"Census Tract 8519.09, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:851909",1959,4491,851909
"Census Tract 8519.10, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:851910",1888,4156,851910
"Census Tract 8521.01, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:852101",2280,7183,852101
"Census Tract 8521.02, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:852102",3074,9162,852102
"Census Tract 8526.06, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:852606",2151,4768,852606
"Census Tract 8528.03, Kane County, Illinois: Summary level: 140, state:17> county:089> tract:852803",1718,4722,852803
"Census Tract 1.02, McLean County, Illinois: Summary level: 140, state:17> county:113> tract:000102",1574,8047,000102
"Census Tract 18, McLean County, Illinois: Summary level: 140, state:17> county:113> tract:001800",1383,3323,001800
"Census Tract 55.01, McLean County, Illinois: Summary level: 140, state:17> county:113> tract:005501",949,2391,005501
"Census Tract 3.02, McLean County, Illinois: Summary level: 140, state:17> county:113> tract:000302",1987,5808,000302
"Census Tract 8642.05, Lake County, Illinois: Summary level: 140, state:17> county:097> tract:864205",3404,10949,864205
"Census Tract 8601.03, Lake County, Illinois: Summary level: 140, state:17> county:097> tract:860103",1662,3386,860103
"Census Tract 8611.05, Lake County, Illinois: Summary level: 140, state:17> county:097> tract:861105",1217,4365,861105
"Census Tract 8618.04, Lake County, Illinois: Summary level: 140, state:17> county:097> tract:861804",809,3680,861804
